description,predicted_category,industry,country,expected_pricing,marketing_budget,team_size,founder_experience,competition_level,expected_investment,success_score,success_label,revenue_y1,revenue_y2,revenue_y3,funding_readiness
A fully-automated vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,2,487.0,62278.0,17,10,0,381726.0,85.47484750526074,1,545247.6995555032,782282.4678190142,1163128.2611608987,High
A innovative ai-powered medical imaging diagnostics tool for early cancer detection. utilizing modern tech.,HealthTech,1,3,269.0,21983.0,12,4,2,232437.0,50.12286125980999,1,323264.7729889008,387905.64510378434,476847.5089406753,Medium
A next-generation automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,0,436.0,137867.0,1,13,0,409496.0,62.95915083758714,1,345485.7717434298,531555.5471859871,910553.408104312,High
A next-generation vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,0,484.0,87507.0,19,9,0,246721.0,89.4025690203506,1,348242.4997138482,501851.621559929,810587.3533733138,High
A user-friendly vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,0,105.0,28064.0,7,3,1,433492.0,48.83104584024283,0,218449.2452784094,255630.78979029533,323852.36395200697,Medium
A cloud-based marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,3,252.0,87219.0,19,3,0,279911.0,69.41572655114012,1,399193.10220509744,498786.0328688386,660215.7219611468,Medium
A scalable generative ai tool for automated copywriting and content creation for social media. utilizing modern tech.,AI,3,4,372.0,130528.0,2,8,1,90776.0,58.63961933619895,1,301254.6773029083,375237.72142855724,551913.724899512,Medium
A cloud-based telemedicine app connecting remote patients with general physicians and specialists. utilizing modern tech.,HealthTech,1,0,236.0,124853.0,7,5,1,89522.0,69.8204373999024,1,329055.6173131986,435512.2258064682,592487.6199716483,Medium
A next-generation deep learning neural network for predicting supply chain disruptions in shipping. utilizing modern tech.,AI,3,2,43.0,9219.0,1,9,1,275055.0,58.26335352493494,1,160213.8246804274,200554.75660011687,304344.8997928754,High
A user-friendly autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,0,171.0,9315.0,19,4,0,449095.0,65.98006655320738,1,531013.1319278257,658119.8754874626,870040.1274894571,High
A innovative subscription box service for organic spices and ingredients from around the world. utilizing modern tech.,E-commerce,4,1,418.0,124608.0,16,6,0,331581.0,65.82218432918597,1,563194.6109198312,816690.292064669,1247923.10177012,High
A scalable gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,4,270.0,64946.0,9,13,2,476709.0,57.46663912248302,1,361185.618068747,512876.3129807906,830270.9136130896,High
A fully-automated community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,0,325.0,17623.0,20,13,0,494350.0,73.13591036594907,1,343262.4047349533,520621.6476786715,909649.919893889,High
A cloud-based deep learning neural network for predicting supply chain disruptions in shipping. utilizing modern tech.,AI,3,1,438.0,112883.0,7,6,1,219654.0,62.209276469977695,1,463462.7107860861,614251.9655488208,932759.3575988074,Medium
A scalable natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,5,131.0,6870.0,15,13,1,25518.0,65.18414673536537,1,322619.85232338833,463198.5737356782,799784.4165428774,High
A next-generation custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,0,187.0,30013.0,1,1,1,21552.0,44.35973021561099,0,83144.33209564547,96843.17463622586,113354.10731482152,Low
A next-generation telemedicine app connecting remote patients with general physicians and specialists. utilizing modern tech.,HealthTech,1,2,186.0,35207.0,19,12,2,439952.0,61.16514968322418,1,635744.8987546725,907108.3103876575,1509898.4252597624,High
A user-friendly virtual reality simulations for science lab experiments in universities. utilizing modern tech.,EdTech,0,2,479.0,80330.0,16,11,2,292870.0,77.61011053444032,1,347907.36843413376,503139.25544995716,775198.2572267432,High
A innovative mobile strategy game combining base building and real-time defense. utilizing modern tech.,Gaming,7,4,258.0,67055.0,1,0,2,485451.0,0.3215169141521166,0,232359.90543130596,243977.90070287127,268375.6907731584,Low
A fully-automated peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,0,88.0,32174.0,2,3,1,260596.0,39.33638769125616,0,172818.5545568026,202580.7868312842,260486.05926701328,Medium
A next-generation saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,1,46.0,115350.0,19,8,0,9871.0,97.4073074889125,1,357799.3746591504,486179.08443376195,749398.8325785014,High
A next-generation fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,4,438.0,32763.0,14,7,2,434239.0,44.86939262161804,0,412024.6556517354,515975.3781948637,752960.7631455277,High
A scalable fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,3,477.0,2191.0,12,9,0,288626.0,81.8473473827964,1,272263.65976600494,383548.47264025814,597659.4533090035,High
A user-friendly virtual reality simulations for science lab experiments in universities. utilizing modern tech.,EdTech,0,2,439.0,40697.0,15,1,1,263295.0,46.141602249153976,0,338664.3479684219,381601.3541058312,434982.6978465237,Medium
A scalable fractional real estate investing application using smart contracts. utilizing modern tech.,FinTech,2,5,201.0,49784.0,20,5,0,116295.0,73.17088809477657,1,534607.8880345352,673318.9618324167,940156.9230093715,Medium
A scalable multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,4,225.0,9075.0,14,3,2,405215.0,33.979102368059145,0,334231.1944666783,385354.26570922026,466404.7692261967,Medium
A user-friendly natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,3,178.0,111621.0,4,13,0,60040.0,89.9773650745725,1,345284.49325459776,490876.57517231687,819515.2186862119,High
A innovative saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,1,68.0,4300.0,11,14,1,384502.0,66.4379164153906,1,292968.66400629474,452746.00130673917,792700.3474228202,High
A fully-automated subscription box service for organic spices and ingredients from around the world. utilizing modern tech.,E-commerce,4,4,362.0,88439.0,7,2,1,272997.0,51.05010760798346,1,317316.0731298861,370623.26708086865,478406.88068338647,Medium
A next-generation decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,3,279.0,111420.0,10,8,0,382687.0,91.76895659507193,1,517636.12561419583,725293.800346378,1056074.342297514,High
A user-friendly digital health records management system for hospitals and local clinics. utilizing modern tech.,HealthTech,1,2,196.0,16857.0,18,9,1,340271.0,55.327688611789654,1,452775.29824486165,546260.5963817459,798396.2699457092,High
A cloud-based luggage shipping and storage network for frequent business travelers. utilizing modern tech.,Travel,6,1,450.0,5166.0,13,10,0,76528.0,68.77303355589625,1,187038.64369560248,266136.48004462477,425771.50891165755,High
A innovative community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,4,405.0,74209.0,20,5,2,377303.0,50.9169557508604,1,315890.48248561687,366691.3927662218,486444.03942283615,Medium
A next-generation custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,3,51.0,40085.0,15,9,2,114651.0,47.6899591468564,0,364973.9054613127,467453.7570023383,698710.5095948258,Medium
A cloud-based mobile app containing courses and lectures on language learning with active ai tutoring. utilizing modern tech.,EdTech,0,4,419.0,49441.0,19,13,1,221684.0,61.682031992666715,1,318165.7415963636,469194.6950061091,809519.2923534076,High
A innovative decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,5,90.0,129373.0,7,12,0,155236.0,92.86238597409624,1,384525.3626459385,579061.1537641751,929888.5122940054,High
A scalable vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,4,158.0,22175.0,6,10,1,49561.0,61.377321845843916,1,139820.13758783878,189251.81269939808,290576.4237556705,Medium
A fully-automated marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,3,260.0,95881.0,9,13,2,226159.0,74.2623194805449,1,274447.28748193866,368174.31784639275,613653.2502824317,High
A next-generation mental health counseling chatbot providing cbt exercises and mood tracking. utilizing modern tech.,HealthTech,1,1,458.0,30564.0,2,14,0,484436.0,74.04818847692442,1,305304.09031179536,460330.25070580636,774953.8065375263,High
A scalable peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,1,183.0,115728.0,19,7,2,75884.0,76.03433799496884,1,451958.203987975,565749.7633351749,762507.7766386438,Medium
A user-friendly natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,0,191.0,109530.0,18,12,1,120718.0,95.72861150871132,1,532251.168329448,793624.098287449,1330091.212527594,High
A fully-automated fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,2,191.0,131368.0,10,5,2,215841.0,63.27389936969112,1,404756.6780161982,524569.1729316546,713130.9699570081,Medium
A scalable custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,2,138.0,63808.0,12,2,2,274928.0,45.99415484938185,0,440238.66393062373,474112.20279812545,582643.978665696,Low
A cloud-based fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,5,181.0,107628.0,6,4,2,380946.0,43.860324189786084,0,412102.92668221006,511471.58282304276,669230.4249058398,Medium
A fully-automated community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,1,386.0,13526.0,1,14,0,266745.0,52.45430376848367,1,109195.28966122998,178607.13941496972,320867.2795635623,High
A cloud-based digital health records management system for hospitals and local clinics. utilizing modern tech.,HealthTech,1,2,243.0,39621.0,6,7,2,202917.0,40.99225462116952,0,197411.63617361034,257933.29624278963,363567.04258183384,Medium
A cloud-based peer-to-peer crypto invoice discounting and credit scoring application. utilizing modern tech.,FinTech,2,2,433.0,92746.0,14,2,1,337264.0,53.455183332225495,1,463002.380112347,574369.3991634571,754345.9070185887,Medium
A innovative vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,2,477.0,77389.0,16,13,0,442768.0,82.77923616259226,1,445679.2775150888,623783.0629417462,1027470.7455693797,High
A user-friendly digital health records management system for hospitals and local clinics. utilizing modern tech.,HealthTech,1,4,79.0,19750.0,4,7,1,59129.0,58.294563508080394,1,142113.33919104913,175999.88535607836,254250.61290667203,Medium
A next-generation autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,2,253.0,96388.0,3,2,2,200905.0,46.39248688866609,0,307795.18391028664,340379.11901053274,381604.45687946695,Low
A fully-automated digital classroom software for teachers to manage student homework and online tests. utilizing modern tech.,EdTech,0,2,498.0,25627.0,20,4,2,492722.0,37.82620362794576,0,368994.996905591,444988.58326660143,595949.4306568651,Medium
A fully-automated peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,5,87.0,115140.0,4,4,2,417489.0,41.71057083614971,0,370909.0805074496,428854.47693952825,545601.6240998127,Medium
A next-generation direct-to-consumer sustainable clothing marketplace matching local designers. utilizing modern tech.,E-commerce,4,5,106.0,103037.0,6,15,0,315434.0,77.33497537864345,1,343127.0749571472,564917.3956564137,1029318.3186513358,High
A scalable digital classroom software for teachers to manage student homework and online tests. utilizing modern tech.,EdTech,0,2,263.0,10377.0,7,13,1,242711.0,71.6204163909449,1,208653.8037755123,337402.71847460105,574168.2950629534,High
A fully-automated direct-to-consumer sustainable clothing marketplace matching local designers. utilizing modern tech.,E-commerce,4,3,457.0,117670.0,14,8,1,435962.0,75.98542605845348,1,465451.17744792684,645092.3442706952,894947.6398960612,High
A user-friendly community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,1,363.0,59085.0,4,7,0,54356.0,86.56591286975203,1,102490.27499114498,141267.8631106875,207318.56287591488,Medium
A scalable smart iot soil sensors and weather monitoring system for precision irrigation. utilizing modern tech.,Agriculture,5,3,159.0,99440.0,14,2,0,250236.0,55.25080439508038,1,346505.2568370126,407082.22346446547,540275.4773242234,Medium
A fully-automated blockchain-based secure payment gateway for high-volume cross-border transactions. utilizing modern tech.,FinTech,2,1,11.0,76864.0,7,1,1,472005.0,33.13984618515257,0,490903.75569883053,532769.997314979,628070.5634849546,Medium
A user-friendly fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,4,488.0,33594.0,15,11,1,300300.0,75.12652021351309,1,446724.4018883803,632266.5886216331,1029484.4408618695,High
A innovative computer vision safety monitoring for industrial construction sites. utilizing modern tech.,AI,3,1,482.0,124578.0,3,6,0,100558.0,67.61777993477982,1,297490.20554592164,404191.67139923753,613804.0247300394,Medium
A cloud-based custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,4,305.0,15673.0,3,9,0,229830.0,66.70277411076478,1,168250.1337428746,241212.24423779134,368696.8688205969,High
A cloud-based peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,3,213.0,69495.0,8,1,2,373298.0,25.579420269379643,0,236650.37970329385,260095.82442308482,297318.98607061326,Low
A user-friendly saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,1,216.0,134156.0,4,12,1,128397.0,72.10370495168152,1,283225.25755566685,426006.22398359363,665839.1262686672,High
A next-generation digital classroom software for teachers to manage student homework and online tests. utilizing modern tech.,EdTech,0,2,376.0,42559.0,5,12,0,351668.0,95.36394960022092,1,231674.64965861375,346886.04134869034,597041.9438529132,High
A innovative marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,4,345.0,99432.0,14,0,0,177469.0,77.79661957030186,1,330004.34325468534,389299.0466986823,463810.1577533318,Medium
A scalable clean energy home battery systems storing excess solar power grid energy. utilizing modern tech.,Other,8,3,285.0,46721.0,14,12,1,328260.0,73.0227468135056,1,262975.9394484553,372172.1303277236,585552.7053685333,High
A fully-automated virtual reality simulations for science lab experiments in universities. utilizing modern tech.,EdTech,0,3,278.0,74830.0,14,9,2,455742.0,64.47343394936102,1,469154.51649843587,672576.8269730578,968824.4249872658,High
A fully-automated ai itinerary planner generating custom travel guides based on user interests. utilizing modern tech.,Travel,6,3,455.0,88113.0,17,3,2,471730.0,46.77080284265156,0,446293.6329806589,512972.6682925456,601348.4978149413,Medium
A scalable decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,5,461.0,42446.0,15,4,2,125097.0,49.075055366429346,0,350813.1809297592,419856.2721908386,526783.5772859025,Low
A user-friendly digital health records management system for hospitals and local clinics. utilizing modern tech.,HealthTech,1,2,41.0,118562.0,8,11,1,386667.0,80.86589485903625,1,412048.57891775283,579481.6224936442,995347.047979146,High
A scalable smart water purification system for residential properties. utilizing modern tech.,Other,8,2,492.0,14770.0,14,7,0,242248.0,83.36863814250066,1,207398.988371608,275116.07631188346,394515.34540673054,High
A cloud-based natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,1,68.0,69109.0,11,11,2,433913.0,61.367643410203144,1,558005.131090688,760952.4036383519,1162735.6672526372,High
A next-generation deep learning neural network for predicting supply chain disruptions in shipping. utilizing modern tech.,AI,3,1,404.0,91192.0,18,12,0,467120.0,90.22649866788657,1,725163.8901408738,1061788.180029978,1789449.6064117516,High
A cloud-based indie retro adventure game featuring physics-based puzzles and open worlds. utilizing modern tech.,Gaming,7,0,67.0,44634.0,19,14,0,440756.0,90.8498173449842,1,475242.61296008696,711836.653951535,1198598.337183461,High
A next-generation fractional real estate investing application using smart contracts. utilizing modern tech.,FinTech,2,0,354.0,80927.0,17,7,0,109536.0,94.67296379990972,1,458509.74450174783,640850.2386928666,893722.6437448306,High
A innovative multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,2,450.0,113646.0,11,8,1,416622.0,73.87239171054854,1,477458.27280403173,623681.0364601325,955431.4089677669,High
A next-generation natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,2,120.0,144609.0,19,14,2,133025.0,78.06915907008822,1,719974.6916925884,1070617.3794528039,1820251.7311932102,High
A fully-automated smart water purification system for residential properties. utilizing modern tech.,Other,8,0,392.0,59816.0,13,0,2,86095.0,45.80985386021539,0,205013.24609426167,215263.90839897477,247934.94031476008,Low
A scalable ai-driven automated feed system for livestock and poultry farms. utilizing modern tech.,Agriculture,5,0,149.0,42309.0,7,10,2,250082.0,57.54702055787361,1,196966.82228400864,249386.1283737711,417269.8540691293,High
A innovative vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,4,105.0,79673.0,20,1,0,48349.0,85.94292161148937,1,389557.886990217,488443.9864414391,631663.9753394271,Medium
A cloud-based indie retro adventure game featuring physics-based puzzles and open worlds. utilizing modern tech.,Gaming,7,3,110.0,76288.0,11,2,0,185029.0,69.39272183216352,1,330865.1620184173,422300.36547220196,545961.2412555525,Medium
A user-friendly automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,3,212.0,100609.0,17,8,0,411374.0,95.92975611997642,1,678930.591633169,948352.367331539,1443957.0174988748,High
A innovative autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,3,77.0,140702.0,1,14,0,459147.0,72.3488303635506,1,602119.9743917058,940651.3893026803,1700335.1165195233,High
A innovative automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,3,221.0,58220.0,20,10,2,348263.0,73.24536829955439,1,494364.34159742185,657623.3270163924,988165.1634775528,High
A next-generation mobile strategy game combining base building and real-time defense. utilizing modern tech.,Gaming,7,1,487.0,18307.0,7,6,1,367074.0,51.11416363136795,1,264077.5451758409,362203.1864940569,521687.5359923214,High
A scalable ai-driven automated feed system for livestock and poultry farms. utilizing modern tech.,Agriculture,5,5,255.0,146303.0,13,4,0,480256.0,71.43009881443825,1,393486.48076464754,476012.2669362753,637017.2507695889,High
A innovative subscription box service for organic spices and ingredients from around the world. utilizing modern tech.,E-commerce,4,0,20.0,124664.0,10,0,2,284448.0,52.565015734766966,1,416635.08479185996,437466.83903145295,517034.3802054167,Low
A fully-automated mobile strategy game combining base building and real-time defense. utilizing modern tech.,Gaming,7,3,135.0,18348.0,2,8,2,405849.0,46.43475568558731,0,187737.26008001552,250679.55820054177,340235.0617615764,High
A cloud-based generative ai tool for automated copywriting and content creation for social media. utilizing modern tech.,AI,3,3,478.0,143112.0,16,10,2,336344.0,64.33409050723456,1,544110.507834271,755794.3210604697,1225435.6149921333,High
A fully-automated decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,2,420.0,6459.0,19,1,2,347031.0,41.5681534864968,0,445817.1727179923,488792.332806201,537671.5660868211,Low
A user-friendly drone spectral analysis for early crop disease and weed identification. utilizing modern tech.,Agriculture,5,2,230.0,125419.0,14,0,2,103910.0,63.701490936961974,1,314738.79048681585,330475.73001115664,387487.6247789445,Low
A user-friendly natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,4,263.0,117653.0,20,14,1,387238.0,76.37348241666132,1,812583.4222567745,1232266.7992634897,2110714.567859377,High
A scalable fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,1,218.0,18011.0,5,8,0,222145.0,69.2824311906816,1,171481.2841029293,229620.1416720257,343177.68128642533,High
A fully-automated luggage shipping and storage network for frequent business travelers. utilizing modern tech.,Travel,6,3,391.0,30690.0,6,13,0,357674.0,72.16354764562088,1,255064.59338372914,396898.19376413006,685265.7930760885,High
A next-generation indie retro adventure game featuring physics-based puzzles and open worlds. utilizing modern tech.,Gaming,7,5,307.0,88523.0,14,14,2,239350.0,77.65208796424423,1,413057.47951598227,598979.6960134315,1049063.2127752262,High
A scalable online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,0,112.0,59819.0,19,4,2,150849.0,60.79128877210182,1,347219.15001530584,416672.5540143483,526815.1274979706,Low
A fully-automated natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,3,486.0,25981.0,19,15,1,239484.0,73.79525133734504,1,517151.6109099414,839255.8516724374,1472416.7765621024,High
A scalable clean energy home battery systems storing excess solar power grid energy. utilizing modern tech.,Other,8,0,446.0,54446.0,8,9,1,400110.0,56.918083405231215,1,243810.01480394893,324687.50938111404,503267.78306413133,High
A scalable mobile app containing courses and lectures on language learning with active ai tutoring. utilizing modern tech.,EdTech,0,1,154.0,119711.0,17,9,1,72003.0,82.5438803124854,1,362309.7662209088,476892.8093006775,714783.0506918197,Medium
A cloud-based mobile strategy game combining base building and real-time defense. utilizing modern tech.,Gaming,7,5,282.0,122664.0,6,4,1,138053.0,54.52786921300451,1,343246.1853127274,434783.52527011826,579856.1672510892,Medium
A fully-automated ai-driven automated feed system for livestock and poultry farms. utilizing modern tech.,Agriculture,5,3,26.0,55641.0,16,5,0,131231.0,89.10176900581382,1,319067.7444427695,417465.621002246,627612.7751561181,Medium
A user-friendly vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,5,181.0,135085.0,3,12,0,423227.0,69.09058419489708,1,264392.4385193303,404216.5877760788,719103.246922878,High
A fully-automated vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,3,125.0,4160.0,4,9,1,321453.0,63.50562101715269,1,194059.58411883496,253376.86727388485,397223.9603274737,High
A scalable luggage shipping and storage network for frequent business travelers. utilizing modern tech.,Travel,6,1,48.0,38710.0,8,8,1,477674.0,66.92818245809984,1,279142.74101617537,365536.57371692004,531563.7415739936,High
A next-generation autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,1,107.0,135368.0,11,15,2,195645.0,58.933583364461185,1,580360.4397105153,840726.8361443139,1412685.5804597551,High
A cloud-based blockchain-based secure payment gateway for high-volume cross-border transactions. utilizing modern tech.,FinTech,2,5,449.0,139966.0,2,12,1,42797.0,87.79929630205329,1,248250.9542561182,344435.1688022316,568212.692821946,High
A next-generation digital classroom software for teachers to manage student homework and online tests. utilizing modern tech.,EdTech,0,4,367.0,26734.0,16,5,1,203956.0,53.337009090656096,1,316594.65168438636,362909.21664709423,517481.6730593671,Medium
A scalable biodegradable alternative packaging material made from seaweed fibers. utilizing modern tech.,Other,8,4,373.0,123572.0,9,13,0,273859.0,96.07469191981704,1,305649.8366387527,460742.5825026312,846659.8832273999,High
A fully-automated mobile strategy game combining base building and real-time defense. utilizing modern tech.,Gaming,7,1,248.0,102724.0,3,4,0,19776.0,73.4497230546929,1,180150.74245572163,229037.27114633349,331178.0791156831,Medium
A innovative community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,3,47.0,9111.0,3,4,1,479335.0,61.735152579176656,1,173255.60249460503,209214.64656607984,279495.4609183715,High
A next-generation deep learning neural network for predicting supply chain disruptions in shipping. utilizing modern tech.,AI,3,4,84.0,130261.0,20,7,2,472482.0,46.103088131682966,0,932903.5995751184,1218530.4819839946,1662111.663775909,High
A fully-automated biodegradable alternative packaging material made from seaweed fibers. utilizing modern tech.,Other,8,2,498.0,113151.0,19,8,2,275964.0,52.70135709953405,1,423366.64920818526,537851.3430708345,751281.294505036,Medium
A user-friendly mental health counseling chatbot providing cbt exercises and mood tracking. utilizing modern tech.,HealthTech,1,4,436.0,30642.0,14,1,1,177309.0,45.54810471220678,0,378705.94298140384,416282.7475463504,507955.5532491552,Low
A innovative decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,1,120.0,58899.0,8,10,1,23048.0,80.89915935825121,1,271955.8960740271,391242.05518985464,599699.9423048033,Medium
A cloud-based online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,2,42.0,66584.0,16,9,2,483715.0,56.54771996186149,1,478823.2147512853,609495.3008663775,854410.3803213229,High
A fully-automated saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,4,249.0,91096.0,2,14,0,493533.0,80.21253627160006,1,303240.8242878943,449545.0329087913,768486.8497071603,High
A user-friendly blockchain-based secure payment gateway for high-volume cross-border transactions. utilizing modern tech.,FinTech,2,3,46.0,14961.0,16,7,1,359722.0,61.595112881185855,1,382722.71982043056,526112.0812806529,768085.6102620739,High
A next-generation fractional real estate investing application using smart contracts. utilizing modern tech.,FinTech,2,1,65.0,141595.0,19,4,2,61565.0,55.76796555036106,1,630803.5965041576,706649.6723413118,846410.3665836484,Low
A innovative vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,5,438.0,42757.0,17,2,2,411911.0,40.06743894676257,0,422654.552802652,463460.95150381164,597081.3454542765,Medium
A scalable subscription box service for organic spices and ingredients from around the world. utilizing modern tech.,E-commerce,4,5,103.0,63562.0,9,9,1,71810.0,97.03756256866696,1,251446.5316144512,356479.96274137916,546996.2796789833,High
A cloud-based computer vision safety monitoring for industrial construction sites. utilizing modern tech.,AI,3,1,275.0,73431.0,2,3,1,191310.0,42.38500217878836,0,247667.85955753617,308188.6131052741,369783.88812353107,Medium
A user-friendly community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,0,471.0,76217.0,19,10,1,36206.0,100.0,1,301119.73072778934,432540.8488006335,702412.9982903138,High
A innovative fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,1,412.0,144237.0,6,9,2,49398.0,67.6752785687714,1,316305.49244725675,380085.7746479497,544057.4580946184,Medium
A fully-automated mobile marketplace for buying and selling verified pre-owned luxury goods. utilizing modern tech.,E-commerce,4,5,418.0,1557.0,4,0,2,490196.0,10.249968935023055,0,222547.20637490836,233674.5666936538,257042.0233630192,Low
A fully-automated drone spectral analysis for early crop disease and weed identification. utilizing modern tech.,Agriculture,5,2,397.0,96581.0,15,13,1,84607.0,95.80022748089839,1,265842.63687077153,389100.03310793464,627307.5996138834,High
A innovative online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,0,132.0,7682.0,18,5,0,449070.0,60.67148122396228,1,347299.19489117834,439539.60607126844,654372.2589206599,High
A next-generation saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,4,237.0,148942.0,10,1,0,335019.0,59.56570507698093,1,533857.7801316533,657003.2392817577,854957.0158706557,Medium
A fully-automated vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,1,60.0,135237.0,8,14,0,401168.0,86.39766039607235,1,422009.24441656005,677569.7179962806,1190216.0638207188,High
A next-generation fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,0,180.0,135286.0,3,15,2,373879.0,52.153232954481794,1,395846.81544613664,609311.6940583084,1072980.8940896061,High
A cloud-based mobile marketplace for buying and selling verified pre-owned luxury goods. utilizing modern tech.,E-commerce,4,2,442.0,100101.0,9,7,1,465097.0,77.28895521674103,1,440186.43091663264,598299.1190645564,890318.8534634156,High
A cloud-based mobile marketplace for buying and selling verified pre-owned luxury goods. utilizing modern tech.,E-commerce,4,0,195.0,60468.0,19,14,1,154533.0,94.55523651718522,1,436289.3016826091,678187.4731791343,1228017.5471112425,High
A scalable computer vision safety monitoring for industrial construction sites. utilizing modern tech.,AI,3,5,265.0,123092.0,12,6,2,145436.0,68.01995203206536,1,454280.4331456141,587742.7325056419,754865.9994982631,Medium
A innovative clean energy home battery systems storing excess solar power grid energy. utilizing modern tech.,Other,8,1,233.0,3660.0,14,5,2,182597.0,55.19067529322408,1,193520.81324130148,241200.11493029387,335430.21448133717,Medium
A cloud-based marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,3,460.0,119292.0,4,4,0,30110.0,78.93404340091845,1,197746.18630311362,279924.9998249155,391170.4199809741,Medium
A cloud-based saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,1,253.0,121416.0,9,9,1,127319.0,74.34183529880163,1,309426.01135180466,392322.29264453705,568064.3195116987,High
A scalable gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,1,169.0,53968.0,4,9,1,174970.0,73.45428997736643,1,169766.60043780922,230383.02660925203,366463.5033669286,High
